"id","matchDate","Country","League","Season","homeTeam","awayTeam","HBPFT","ABPFT","HBP1H","ABP1H","HBP2H","ABP2H","HTSFT","ATSFT","HTS1H","ATS1H","HTS2H","ATS2H","HSONFT","ASONFT","HSON1H","ASON1H","HSON2H","ASON2H","HSOFFFT","ASOFFFT","HSOFF1H","ASOFF1H","HSOFF2H","ASOFF2H"
"7104","23-01-16 16:00","England","Premier League","2015/2016","Manchester Utd","Southampton","56","44","57","43","55","45","8","7","5","2","3","5","1","2","1","0","0","2","5","5","4","2","1","3"
"7105","23-01-16 16:00","England","Premier League","2015/2016","Sunderland","Bournemouth","42","58","48","52","32","68","10","15","4","9","6","6","5","5","3","5","2","0","1","7","0","3","1","4"
"7106","23-01-16 16:00","England","Premier League","2015/2016","Watford","Newcastle","51","49","56","44","46","54","13","11","6","3","7","8","5","2","2","1","3","1","7","8","3","1","4","7"
"7107","23-01-16 16:00","England","Premier League","2015/2016","West Brom","Aston Villa","39","61","37","63","41","59","4","15","1","5","3","10","0","4","0","2","0","2","3","7","0","1","3","6"
"7108","23-01-16 13:45","England","Premier League","2015/2016","Norwich","Liverpool","47","53","48","52","46","54","6","13","3","5","3","8","5","7","2","1","3","6","0","2","0","2","0","0"
"7109","18-01-16 21:00","England","Premier League","2015/2016","Swansea","Watford","57","43","66","34","48","52","10","13","7","4","3","9","2","2","2","1","0","1","4","8","2","1","2","7"
"7110","17-01-16 17:15","England","Premier League","2015/2016","Stoke","Arsenal","45","55","47","53","43","57","13","8","5","4","8","4","5","3","1","2","4","1","3","1","3","0","0","1"
"7111","17-01-16 15:05","England","Premier League","2015/2016","Liverpool","Manchester Utd","53","47","50","50","56","44","19","7","7","2","12","5","4","1","1","0","3","1","10","5","5","1","5","4"
"7112","16-01-16 18:30","England","Premier League","2015/2016","Aston Villa","Leicester","56","44","56","44","56","44","14","12","5","7","9","5","5","5","2","4","3","1","5","5","2","1","3","4"
"7113","16-01-16 16:00","England","Premier League","2015/2016","Bournemouth","Norwich","46","54","53","47","39","61","14","10","6","4","8","6","7","3","2","2","5","1","6","3","4","1","2","2"
"7114","16-01-16 16:00","England","Premier League","2015/2016","Chelsea","Everton","55","45","51","49","59","41","14","9","1","5","13","4","7","4","1","1","6","3","3","3","0","2","3","1"
"7115","16-01-16 16:00","England","Premier League","2015/2016","Manchester City","Crystal Palace","53","47","54","46","52","48","17","9","13","6","4","3","4","3","2","3","2","0","6","5","5","3","1","2"
"7116","16-01-16 16:00","England","Premier League","2015/2016","Newcastle","West Ham","50","50","51","49","49","51","23","10","8","6","15","4","10","3","5","1","5","2","8","5","1","4","7","1"
"7117","16-01-16 16:00","England","Premier League","2015/2016","Southampton","West Brom","56","44","61","39","51","49","8","9","5","2","3","7","4","0","3","0","1","0","2","7","0","2","2","5"
"7118","16-01-16 13:45","England","Premier League","2015/2016","Tottenham","Sunderland","68","32","70","30","66","34","26","5","15","3","11","2","11","2","5","2","6","0","9","2","5","1","4","1"
"7119","13-01-16 21:00","England","Premier League","2015/2016","Liverpool","Arsenal","59","41","54","46","64","36","22","14","7","6","15","8","6","5","4","3","2","2","6","5","2","1","4","4"
"7120","13-01-16 21:00","England","Premier League","2015/2016","Tottenham","Leicester","62","38","66","34","58","42","21","10","10","3","11","7","5","2","3","1","2","1","5","3","3","2","2","1"
"7121","13-01-16 20:45","England","Premier League","2015/2016","Chelsea","West Brom","62","38","61","39","63","37","14","13","7","8","7","5","2","6","1","3","1","3","8","4","4","4","4","0"
"7122","13-01-16 20:45","England","Premier League","2015/2016","Manchester City","Everton","55","45","50","50","60","40","22","7","5","4","17","3","5","2","2","2","3","0","7","3","3","2","4","1"
"7123","13-01-16 20:45","England","Premier League","2015/2016","Southampton","Watford","50","50","48","52","52","48","14","4","8","2","6","2","6","1","4","0","2","1","7","0","3","0","4","0"
"7124","13-01-16 20:45","England","Premier League","2015/2016","Stoke","Norwich","64","36","54","46","74","26","14","5","8","3","6","2","4","2","1","1","3","1","7","3","5","2","2","1"
"7125","13-01-16 20:45","England","Premier League","2015/2016","Swansea","Sunderland","51","49","57","43","45","55","10","7","6","3","4","4","5","5","3","2","2","3","3","2","2","1","1","1"
"7126","12-01-16 20:45","England","Premier League","2015/2016","Aston Villa","Crystal Palace","51","49","57","43","45","55","13","8","9","4","4","4","3","1","1","0","2","1","3","6","2","4","1","2"
"7127","12-01-16 20:45","England","Premier League","2015/2016","Bournemouth","West Ham","48","52","52","48","44","56","11","10","5","4","6","6","4","5","2","2","2","3","3","4","1","2","2","2"
"7128","12-01-16 20:45","England","Premier League","2015/2016","Newcastle","Manchester Utd","54","46","56","44","52","48","14","12","3","8","11","4","6","4","2","2","4","2","4","4","1","3","3","1"
"7129","03-01-16 17:00","England","Premier League","2015/2016","Everton","Tottenham","41","59","36","64","46","54","12","19","3","13","9","6","3","4","1","2","2","2","4","4","1","3","3","1"
"7130","03-01-16 14:30","England","Premier League","2015/2016","Crystal Palace","Chelsea","40","60","41","59","39","61","8","10","5","4","3","6","4","4","2","2","2","2","2","2","2","0","0","2"
"7131","02-01-16 18:30","England","Premier League","2015/2016","Watford","Manchester City","48","52","46","54","51","49","11","16","6","8","5","8","3","5","2","2","1","3","6","7","3","4","3","3"
"7132","02-01-16 16:00","England","Premier League","2015/2016","Arsenal","Newcastle","51","49","50","50","52","48","16","16","5","7","11","9","3","6","0","4","3","2","11","5","3","1","8","4"
"7133","02-01-16 16:00","England","Premier League","2015/2016","Leicester","Bournemouth","53","47","41","59","65","35","16","9","5","4","11","5","2","0","0","0","2","0","12","4","5","3","7","1"
"7134","02-01-16 16:00","England","Premier League","2015/2016","Manchester Utd","Swansea","54","46","55","45","53","47","19","9","9","3","10","6","6","4","3","1","3","3","5","3","1","1","4","2"
"7135","02-01-16 16:00","England","Premier League","2015/2016","Norwich","Southampton","41","59","42","58","40","60","10","10","4","9","6","1","1","4","0","4","1","0","7","5","4","4","3","1"
"7136","02-01-16 16:00","England","Premier League","2015/2016","Sunderland","Aston Villa","45","55","43","57","47","53","13","8","5","4","8","4","6","3","2","2","4","1","4","5","3","2","1","3"
"7137","02-01-16 16:00","England","Premier League","2015/2016","West Brom","Stoke","46","54","45","55","47","53","16","10","5","7","11","3","5","3","1","2","4","1","5","2","3","0","2","2"
"7138","02-01-16 13:45","England","Premier League","2015/2016","West Ham","Liverpool","35","65","38","62","31","69","18","22","10","11","8","11","10","1","3","1","7","0","5","9","4","3","1","6"
"7139","30-12-15 20:45","England","Premier League","2015/2016","Sunderland","Liverpool","42","58","34","66","50","50","8","17","5","9","3","8","3","6","1","3","2","3","3","7","3","3","0","4"
"7140","29-12-15 20:45","England","Premier League","2015/2016","Leicester","Manchester City","40","60","37","63","43","57","11","21","5","11","6","10","4","5","1","4","3","1","7","9","4","6","3","3"
"7141","28-12-15 18:30","England","Premier League","2015/2016","Arsenal","Bournemouth","51","49","62","38","40","60","13","10","6","2","7","8","6","3","3","1","3","2","5","3","2","0","3","3"
"7142","28-12-15 18:30","England","Premier League","2015/2016","Manchester Utd","Chelsea","67","33","68","32","66","34","12","8","8","3","4","5","2","3","1","1","1","2","5","5","4","2","1","3"
"7143","28-12-15 18:30","England","Premier League","2015/2016","West Ham","Southampton","50","50","51","49","49","51","12","15","3","10","9","5","4","4","0","2","4","2","7","8","2","6","5","2"
"7144","28-12-15 16:00","England","Premier League","2015/2016","Crystal Palace","Swansea","54","46","55","45","53","47","10","5","3","0","7","5","2","3","0","0","2","3","6","0","3","0","3","0"
"7145","28-12-15 16:00","England","Premier League","2015/2016","Everton","Stoke","51","49","46","54","56","44","15","8","7","5","8","3","3","5","1","2","2","3","6","1","3","1","3","0"
"7146","28-12-15 16:00","England","Premier League","2015/2016","Norwich","Aston Villa","48","52","50","50","46","54","9","6","4","4","5","2","4","3","1","2","3","1","4","2","2","2","2","0"
"7147","28-12-15 16:00","England","Premier League","2015/2016","Watford","Tottenham","37","63","44","56","30","70","9","10","6","5","3","5","1","3","1","1","0","2","4","7","4","4","0","3"
"7148","28-12-15 16:00","England","Premier League","2015/2016","West Brom","Newcastle","52","48","54","46","50","50","21","7","12","3","9","4","4","2","1","1","3","1","5","3","4","1","1","2"
"7149","26-12-15 20:45","England","Premier League","2015/2016","Southampton","Arsenal","35","65","38","62","32","68","11","7","6","5","5","2","5","4","1","2","4","2","5","3","4","3","1","0"
"7150","26-12-15 18:30","England","Premier League","2015/2016","Newcastle","Everton","41","59","34","66","48","52","10","20","3","7","7","13","1","7","0","3","1","4","6","5","3","3","3","2"
"7151","26-12-15 16:00","England","Premier League","2015/2016","Aston Villa","West Ham","59","41","54","46","64","36","14","10","5","5","9","5","7","4","3","2","4","2","5","4","2","3","3","1"
"7152","26-12-15 16:00","England","Premier League","2015/2016","Bournemouth","Crystal Palace","55","45","59","41","51","49","9","8","5","7","4","1","3","5","2","2","1","3","4","4","3","4","1","0"
"7153","26-12-15 16:00","England","Premier League","2015/2016","Chelsea","Watford","62","38","58","42","66","34","17","12","6","6","11","6","2","3","1","1","1","2","8","4","4","4","4","0"
"7154","26-12-15 16:00","England","Premier League","2015/2016","Liverpool","Leicester","65","35","67","33","63","37","25","7","14","3","11","4","4","3","3","1","1","2","12","3","8","2","4","1"
"7155","26-12-15 16:00","England","Premier League","2015/2016","Manchester City","Sunderland","66","34","54","46","78","22","19","11","10","5","9","6","9","3","6","1","3","2","6","8","2","4","4","4"
"7156","26-12-15 16:00","England","Premier League","2015/2016","Swansea","West Brom","57","43","59","41","55","45","7","9","4","4","3","5","2","3","2","0","0","3","3","3","2","2","1","1"
"7157","26-12-15 16:00","England","Premier League","2015/2016","Tottenham","Norwich","60","40","61","39","59","41","15","11","8","7","7","4","10","3","5","2","5","1","3","7","3","4","0","3"
"7158","26-12-15 13:45","England","Premier League","2015/2016","Stoke","Manchester Utd","42","58","46","54","38","62","13","11","8","6","5","5","3","6","2","3","1","3","8","3","4","2","4","1"
"7159","21-12-15 21:00","England","Premier League","2015/2016","Arsenal","Manchester City","37","63","40","60","34","66","8","20","2","7","6","13","5","6","2","1","3","5","3","8","0","4","3","4"
"7160","20-12-15 17:00","England","Premier League","2015/2016","Swansea","West Ham","73","27","74","26","72","28","21","11","8","5","13","6","2","2","1","1","1","1","8","6","4","3","4","3"
"7161","20-12-15 14:30","England","Premier League","2015/2016","Watford","Liverpool","34","66","36","64","32","68","6","12","4","2","2","10","5","4","3","1","2","3","0","4","0","0","0","4"
"7162","19-12-15 18:30","England","Premier League","2015/2016","Newcastle","Aston Villa","47","53","50","50","44","56","8","10","3","3","5","7","4","7","3","2","1","5","4","3","0","1","4","2"
"7163","19-12-15 16:00","England","Premier League","2015/2016","Chelsea","Sunderland","68","32","73","27","63","37","17","11","9","3","8","8","7","3","4","0","3","3","6","6","3","2","3","4"
"7164","19-12-15 16:00","England","Premier League","2015/2016","Everton","Leicester","67","33","68","32","66","34","12","10","5","4","7","6","4","5","2","1","2","4","5","5","3","3","2","2"
"7165","19-12-15 16:00","England","Premier League","2015/2016","Manchester Utd","Norwich","70","30","70","30","70","30","11","6","5","2","6","4","2","4","0","1","2","3","6","2","4","1","2","1"
"7166","19-12-15 16:00","England","Premier League","2015/2016","Southampton","Tottenham","51","49","48","52","54","46","11","13","4","9","7","4","4","6","1","3","3","3","2","4","0","4","2","0"
"7167","19-12-15 16:00","England","Premier League","2015/2016","Stoke","Crystal Palace","59","41","54","46","64","36","26","12","8","3","18","9","5","3","1","1","4","2","10","7","5","2","5","5"
"7168","19-12-15 16:00","England","Premier League","2015/2016","West Brom","Bournemouth","32","68","27","73","37","63","6","16","1","7","5","9","2","7","0","2","2","5","2","4","1","2","1","2"
"7169","14-12-15 21:00","England","Premier League","2015/2016","Leicester","Chelsea","35","65","37","63","33","67","9","9","5","2","4","7","5","3","4","0","1","3","3","2","1","1","2","1"
"7170","13-12-15 17:00","England","Premier League","2015/2016","Liverpool","West Brom","70","30","66","34","75","25","28","4","13","2","15","2","8","2","5","1","3","1","11","2","6","1","5","1"
"7171","13-12-15 17:00","England","Premier League","2015/2016","Tottenham","Newcastle","58","42","58","42","58","42","20","8","11","2","9","6","8","4","4","0","4","4","7","2","4","1","3","1"
"7172","13-12-15 14:30","England","Premier League","2015/2016","Aston Villa","Arsenal","46","54","41","59","52","48","18","8","6","4","12","4","2","4","1","2","1","2","12","3","4","1","8","2"
"7173","12-12-15 18:30","England","Premier League","2015/2016","Bournemouth","Manchester Utd","43","57","41","59","45","55","11","11","6","6","5","5","5","5","3","4","2","1","6","3","3","2","3","1"
"7174","12-12-15 16:00","England","Premier League","2015/2016","Crystal Palace","Southampton","43","57","46","54","40","60","12","15","4","8","8","7","5","3","3","1","2","2","3","8","1","4","2","4"
"7175","12-12-15 16:00","England","Premier League","2015/2016","Manchester City","Swansea","53","47","60","40","46","54","13","13","4","3","9","10","5","7","3","2","2","5","4","3","0","1","4","2"
"7176","12-12-15 16:00","England","Premier League","2015/2016","Sunderland","Watford","47","53","42","58","52","48","14","12","5","7","9","5","2","7","0","4","2","3","11","2","5","2","6","0"
"7177","12-12-15 16:00","England","Premier League","2015/2016","West Ham","Stoke","47","53","45","55","49","51","21","12","7","4","14","8","8","3","3","0","5","3","6","4","0","2","6","2"
"7178","12-12-15 13:45","England","Premier League","2015/2016","Norwich","Everton","41","59","45","55","37","63","8","15","2","7","6","8","1","3","0","2","1","1","5","10","2","5","3","5"
"7179","07-12-15 21:00","England","Premier League","2015/2016","Everton","Crystal Palace","62","38","58","42","66","34","19","14","8","7","11","7","4","5","1","2","3","3","8","8","4","5","4","3"
"7180","06-12-15 17:00","England","Premier League","2015/2016","Newcastle","Liverpool","40","60","41","59","39","61","6","10","2","4","4","6","1","1","0","0","1","1","4","7","2","2","2","5"
"7181","05-12-15 18:30","England","Premier League","2015/2016","Chelsea","Bournemouth","63","37","60","40","67","33","19","15","8","8","11","7","6","5","4","3","2","2","9","4","4","2","5","2"
"7182","05-12-15 16:00","England","Premier League","2015/2016","Arsenal","Sunderland","73","27","73","27","73","27","15","11","4","4","11","7","6","4","1","1","5","3","4","6","2","3","2","3"
"7183","05-12-15 16:00","England","Premier League","2015/2016","Manchester Utd","West Ham","63","37","61","39","65","35","21","9","10","5","11","4","1","2","0","1","1","1","10","5","4","3","6","2"
"7184","05-12-15 16:00","England","Premier League","2015/2016","Southampton","Aston Villa","64","36","61","39","67","33","22","9","10","3","12","6","4","2","2","2","2","0","12","3","6","1","6","2"
"7185","05-12-15 16:00","England","Premier League","2015/2016","Swansea","Leicester","59","41","62","38","56","44","10","16","1","5","9","11","2","5","0","4","2","1","8","5","1","1","7","4"
"7186","05-12-15 16:00","England","Premier League","2015/2016","Watford","Norwich","51","49","56","44","46","54","14","6","5","2","9","4","7","1","2","0","5","1","4","3","1","2","3","1"
"7187","05-12-15 16:00","England","Premier League","2015/2016","West Brom","Tottenham","35","65","38","62","31","69","11","9","4","3","7","6","4","3","1","1","3","2","3","2","1","1","2","1"
"7188","05-12-15 13:45","England","Premier League","2015/2016","Stoke","Manchester City","47","53","42","58","52","48","7","11","4","4","3","7","4","4","2","2","2","2","3","6","2","2","1","4"
"7189","29-11-15 17:15","England","Premier League","2015/2016","Liverpool","Swansea","54","46","57","43","51","49","10","8","3","2","7","6","2","0","0","0","2","0","3","4","1","2","2","2"
"7190","29-11-15 17:15","England","Premier League","2015/2016","Norwich","Arsenal","37","63","33","67","41","59","7","11","3","7","4","4","2","2","2","2","0","0","4","5","1","3","3","2"
"7191","29-11-15 15:05","England","Premier League","2015/2016","West Ham","West Brom","61","39","59","41","64","36","17","7","8","2","9","5","6","3","3","0","3","3","8","4","4","2","4","2"
"7192","29-11-15 13:00","England","Premier League","2015/2016","Tottenham","Chelsea","57","43","59","41","55","45","9","5","7","3","2","2","4","1","3","0","1","1","2","3","2","2","0","1"
"7193","28-11-15 18:30","England","Premier League","2015/2016","Leicester","Manchester Utd","31","69","34","66","28","72","7","10","3","6","4","4","3","2","2","1","1","1","2","4","0","2","2","2"
"7194","28-11-15 16:00","England","Premier League","2015/2016","Aston Villa","Watford","66","34","69","31","63","37","12","14","11","6","1","8","6","6","5","3","1","3","4","2","4","1","0","1"
"7195","28-11-15 16:00","England","Premier League","2015/2016","Bournemouth","Everton","57","43","48","52","66","34","18","11","5","5","13","6","9","6","2","4","7","2","5","1","2","0","3","1"
"7196","28-11-15 16:00","England","Premier League","2015/2016","Crystal Palace","Newcastle","54","46","56","44","52","48","19","7","6","4","13","3","8","2","3","2","5","0","6","1","1","0","5","1"
"7197","28-11-15 16:00","England","Premier League","2015/2016","Manchester City","Southampton","46","54","41","59","51","49","15","12","10","6","5","6","8","8","5","3","3","5","1","2","1","2","0","0"
"7198","28-11-15 16:00","England","Premier League","2015/2016","Sunderland","Stoke","48","52","40","60","56","44","18","7","5","3","13","4","5","3","1","1","4","2","7","3","1","2","6","1"
"7199","23-11-15 21:00","England","Premier League","2015/2016","Crystal Palace","Sunderland","67","33","61","39","73","27","19","11","6","4","13","7","7","3","2","0","5","3","8","6","2","3","6","3"
"7200","22-11-15 17:00","England","Premier League","2015/2016","Tottenham","West Ham","56","44","63","37","49","51","22","10","10","7","12","3","12","4","4","2","8","2","5","3","3","3","2","0"
"7201","21-11-15 18:30","England","Premier League","2015/2016","Manchester City","Liverpool","59","41","63","37","55","45","11","14","3","6","8","8","3","9","1","4","2","5","5","2","1","2","4","0"
"7202","21-11-15 16:00","England","Premier League","2015/2016","Chelsea","Norwich","65","35","60","40","70","30","21","4","10","3","11","1","7","2","3","1","4","1","9","1","5","1","4","0"
"7203","21-11-15 16:00","England","Premier League","2015/2016","Everton","Aston Villa","60","40","66","34","54","46","16","10","6","3","10","7","9","3","5","0","4","3","4","3","0","2","4","1"
"7204","21-11-15 16:00","England","Premier League","2015/2016","Newcastle","Leicester","54","46","51","49","57","43","8","18","4","8","4","10","0","7","0","3","0","4","4","5","2","1","2","4"
"7205","21-11-15 16:00","England","Premier League","2015/2016","Southampton","Stoke","58","42","55","45","61","39","16","15","9","7","7","8","1","3","0","3","1","0","14","11","9","3","5","8"
"7206","21-11-15 16:00","England","Premier League","2015/2016","Swansea","Bournemouth","43","57","41","59","45","55","11","16","6","7","5","9","4","4","4","3","0","1","2","6","1","1","1","5"
"7207","21-11-15 16:00","England","Premier League","2015/2016","West Brom","Arsenal","28","72","35","65","21","79","4","11","2","4","2","7","1","3","1","2","0","1","2","7","0","2","2","5"
"7208","21-11-15 13:45","England","Premier League","2015/2016","Watford","Manchester Utd","44","56","40","60","48","52","10","13","2","4","8","9","5","6","0","2","5","4","2","5","2","1","0","4"
"7209","08-11-15 17:00","England","Premier League","2015/2016","Arsenal","Tottenham","55","45","55","45","55","45","10","13","1","6","9","7","4","4","1","2","3","2","5","7","0","3","5","4"
"7210","08-11-15 17:00","England","Premier League","2015/2016","Liverpool","Crystal Palace","64","36","66","34","62","38","22","9","13","2","9","7","4","4","3","1","1","3","9","4","5","1","4","3"
"7211","08-11-15 14:30","England","Premier League","2015/2016","Aston Villa","Manchester City","40","60","48","52","32","68","3","13","2","3","1","10","0","3","0","1","0","2","3","5","2","1","1","4"
"7212","07-11-15 18:30","England","Premier League","2015/2016","Stoke","Chelsea","36","64","33","67","39","61","8","19","4","7","4","12","2","4","1","2","1","2","5","8","2","2","3","6"
"7213","07-11-15 16:00","England","Premier League","2015/2016","Leicester","Watford","40","60","41","59","39","61","12","8","4","5","8","3","6","4","2","2","4","2","4","4","2","3","2","1"
"7214","07-11-15 16:00","England","Premier League","2015/2016","Manchester Utd","West Brom","69","31","77","23","61","39","13","4","7","1","6","3","3","0","1","0","2","0","5","3","3","1","2","2"
"7215","07-11-15 16:00","England","Premier League","2015/2016","Norwich","Swansea","32","68","28","72","36","64","9","8","3","3","6","5","5","0","1","0","4","0","4","7","2","2","2","5"
"7216","07-11-15 16:00","England","Premier League","2015/2016","Sunderland","Southampton","35","65","33","67","37","63","9","11","2","5","7","6","3","4","1","2","2","2","5","3","1","2","4","1"
"7217","07-11-15 16:00","England","Premier League","2015/2016","West Ham","Everton","51","49","50","50","52","48","16","13","8","9","8","4","5","4","1","3","4","1","8","6","6","3","2","3"
"7218","07-11-15 13:45","England","Premier League","2015/2016","Bournemouth","Newcastle","68","32","66","34","70","30","20","2","12","1","8","1","5","1","4","1","1","0","8","1","4","0","4","1"
"7219","02-11-15 21:00","England","Premier League","2015/2016","Tottenham","Aston Villa","62","38","68","32","56","44","17","13","6","3","11","10","6","2","3","1","3","1","4","5","2","1","2","4"
"7220","01-11-15 17:00","England","Premier League","2015/2016","Southampton","Bournemouth","48","52","69","31","27","73","11","16","9","2","2","14","2","2","2","0","0","2","4","9","2","1","2","8"
"7221","01-11-15 14:30","England","Premier League","2015/2016","Everton","Sunderland","68","32","75","25","61","39","15","17","9","8","6","9","8","9","5","4","3","5","5","3","2","3","3","0"
"7222","31-10-15 16:00","England","Premier League","2015/2016","Crystal Palace","Manchester Utd","44","56","39","61","49","51","10","5","5","2","5","3","5","1","4","1","1","0","3","2","0","1","3","1"
"7223","31-10-15 16:00","England","Premier League","2015/2016","Manchester City","Norwich","72","28","71","29","73","27","21","5","10","3","11","2","5","3","3","1","2","2","10","1","4","1","6","0"
"7224","31-10-15 16:00","England","Premier League","2015/2016","Newcastle","Stoke","52","48","49","51","55","45","15","9","4","2","11","7","6","2","1","0","5","2","5","6","2","2","3","4"
"7225","31-10-15 16:00","England","Premier League","2015/2016","Swansea","Arsenal","54","46","56","44","52","48","8","14","4","5","4","9","3","5","1","1","2","4","1","7","1","3","0","4"
"7226","31-10-15 16:00","England","Premier League","2015/2016","Watford","West Ham","50","50","53","47","47","53","19","8","11","3","8","5","5","3","3","2","2","1","6","5","2","1","4","4"
"7227","31-10-15 16:00","England","Premier League","2015/2016","West Brom","Leicester","47","53","42","58","52","48","14","13","3","8","11","5","6","5","1","2","5","3","5","3","1","2","4","1"
"7228","31-10-15 13:45","England","Premier League","2015/2016","Chelsea","Liverpool","42","58","35","65","49","51","8","16","1","7","7","9","2","7","1","4","1","3","2","5","0","2","2","3"
"7229","25-10-15 17:15","England","Premier League","2015/2016","Liverpool","Southampton","61","39","60","40","62","38","15","8","9","4","6","4","2","3","1","2","1","1","8","3","4","1","4","2"
"7230","25-10-15 15:05","England","Premier League","2015/2016","Bournemouth","Tottenham","45","55","44","56","46","54","11","14","5","6","6","8","2","9","1","4","1","5","6","2","3","1","3","1"
"7231","25-10-15 15:05","England","Premier League","2015/2016","Manchester Utd","Manchester City","59","41","59","41","59","41","6","6","0","4","6","2","1","1","0","0","1","1","2","2","0","2","2","0"
"7232","25-10-15 13:00","England","Premier League","2015/2016","Sunderland","Newcastle","39","61","32","68","46","54","9","21","3","12","6","9","3","8","1","5","2","3","1","8","0","4","1","4"
"7233","24-10-15 18:30","England","Premier League","2015/2016","Arsenal","Everton","57","43","56","44","58","42","20","10","7","3","13","7","5","5","2","1","3","4","9","3","4","1","5","2"
"7234","24-10-15 16:00","England","Premier League","2015/2016","Aston Villa","Swansea","48","52","50","50","46","54","9","10","4","2","5","8","3","4","1","0","2","4","5","5","3","2","2","3"
"7235","24-10-15 16:00","England","Premier League","2015/2016","Leicester","Crystal Palace","48","52","53","47","43","57","12","9","7","1","5","8","3","4","2","1","1","3","5","3","3","0","2","3"
"7236","24-10-15 16:00","England","Premier League","2015/2016","Norwich","West Brom","61","39","63","37","59","41","16","7","9","5","7","2","3","4","2","2","1","2","9","3","4","3","5","0"
"7237","24-10-15 16:00","England","Premier League","2015/2016","Stoke","Watford","68","32","71","29","65","35","12","13","7","6","5","7","1","3","1","1","0","2","8","5","4","2","4","3"
"7238","24-10-15 16:00","England","Premier League","2015/2016","West Ham","Chelsea","45","55","37","63","53","47","12","9","6","4","6","5","5","3","3","1","2","2","4","5","2","3","2","2"
"7239","19-10-15 21:00","England","Premier League","2015/2016","Swansea","Stoke","55","45","46","54","64","36","14","9","4","5","10","4","2","2","1","1","1","1","10","6","3","3","7","3"
"7240","18-10-15 17:00","England","Premier League","2015/2016","Newcastle","Norwich","46","54","48","52","44","56","11","18","8","5","3","13","6","6","3","2","3","4","2","6","2","1","0","5"
"7241","17-10-15 18:30","England","Premier League","2015/2016","Watford","Arsenal","33","67","35","65","31","69","8","17","4","9","4","8","1","6","1","2","0","4","6","5","3","4","3","1"
"7242","17-10-15 16:00","England","Premier League","2015/2016","Chelsea","Aston Villa","49","51","50","50","48","52","9","8","5","4","4","4","3","1","2","1","1","0","3","4","1","3","2","1"
"7243","17-10-15 16:00","England","Premier League","2015/2016","Crystal Palace","West Ham","38","62","45","55","31","69","6","24","5","11","1","13","1","4","1","2","0","2","3","12","2","6","1","6"
"7244","17-10-15 16:00","England","Premier League","2015/2016","Everton","Manchester Utd","52","48","44","56","60","40","12","10","6","5","6","5","3","7","1","3","2","4","6","2","2","1","4","1"
"7245","17-10-15 16:00","England","Premier League","2015/2016","Manchester City","Bournemouth","55","45","48","52","62","38","15","5","8","2","7","3","11","1","8","1","3","0","4","3","0","0","4","3"
"7246","17-10-15 16:00","England","Premier League","2015/2016","Southampton","Leicester","50","50","55","45","45","55","14","26","9","7","5","19","6","7","4","2","2","5","6","11","3","4","3","7"
"7247","17-10-15 16:00","England","Premier League","2015/2016","West Brom","Sunderland","57","43","53","47","61","39","8","9","4","6","4","3","1","2","0","1","1","1","5","1","4","0","1","1"
"7248","17-10-15 13:45","England","Premier League","2015/2016","Tottenham","Liverpool","48","52","53","47","43","57","13","12","9","7","4","5","4","3","2","2","2","1","4","4","3","1","1","3"
"7249","04-10-15 17:00","England","Premier League","2015/2016","Arsenal","Manchester Utd","38","62","50","50","26","74","12","9","7","2","5","7","5","5","3","2","2","3","5","3","4","0","1","3"
"7250","04-10-15 17:00","England","Premier League","2015/2016","Swansea","Tottenham","45","55","42","58","48","52","11","19","5","10","6","9","2","11","2","6","0","5","5","4","1","2","4","2"
"7251","04-10-15 14:30","England","Premier League","2015/2016","Everton","Liverpool","50","50","49","51","51","49","14","13","5","9","9","4","4","4","3","3","1","1","2","5","1","4","1","1"
"7252","03-10-15 18:30","England","Premier League","2015/2016","Chelsea","Southampton","61","39","52","48","70","30","10","13","6","3","4","10","3","5","3","2","0","3","4","4","1","1","3","3"
"7253","03-10-15 16:00","England","Premier League","2015/2016","Aston Villa","Stoke","56","44","42","58","70","30","13","12","2","7","11","5","2","5","1","2","1","3","4","4","1","3","3","1"
"7254","03-10-15 16:00","England","Premier League","2015/2016","Bournemouth","Watford","54","46","54","46","54","46","12","11","4","4","8","7","6","2","1","1","5","1","4","5","2","1","2","4"
"7255","03-10-15 16:00","England","Premier League","2015/2016","Manchester City","Newcastle","65","35","63","37","67","33","23","6","12","6","11","0","11","4","4","4","7","0","8","1","5","1","3","0"
"7256","03-10-15 16:00","England","Premier League","2015/2016","Norwich","Leicester","66","34","63","37","69","31","17","16","4","9","13","7","2","5","0","2","2","3","9","9","3","6","6","3"
"7257","03-10-15 16:00","England","Premier League","2015/2016","Sunderland","West Ham","44","56","52","48","36","64","12","20","11","5","1","15","3","6","3","1","0","5","5","9","5","2","0","7"
"7258","03-10-15 13:45","England","Premier League","2015/2016","Crystal Palace","West Brom","61","39","59","41","63","37","21","7","13","5","8","2","8","2","5","0","3","2","7","3","5","3","2","0"
"7259","28-09-15 21:00","England","Premier League","2015/2016","West Brom","Everton","46","54","51","49","41","59","9","12","3","5","6","7","4","4","2","0","2","4","4","5","1","4","3","1"
"7260","27-09-15 17:00","England","Premier League","2015/2016","Watford","Crystal Palace","55","45","54","46","56","44","15","16","8","6","7","10","2","3","1","1","1","2","9","8","5","2","4","6"
